Name,Title,Year,Journal,Type,Keywords,Abstract,DOI,Article Affiliation,ORCID,Scopus ID,Google Scholar ID
Thomas Bishop,Getting involved in training the next generation of physicians: Examples of practicing psychologists in psychiatry and family medicine residency programs.,2021,Professional Psychology: Research and Practice,Article,family medicine residency; medical education; physician training; psychiatry residency; psychologist,"2021 American Psychological AssociationMany practicing psychologists enjoy being involved in training, but clear opportunities for such involvement are not always apparent. When it comes to medical education, the process of getting involved may seem especially mysterious and intimidating. At the same time, the unique competencies that psychologists possess, including their expertise in research, human diversity, the patient-provider relationship, and the psychosocial dimension of illness, can add significant value to the training of competent and compassionate physicians. This article brings together the perspectives of four practicing health service psychologists, one academic psychologist, and one psychiatrist, each of whom has had a significant role in a medical education setting. The authors use their personal examples and illustrations from their own professional journeys to identify potential access points into graduate medical education. They offer practical advice for getting involved, highlighting the importance of owning one’s expertise, respecting the expertise of other disciplines, seeking out interprofessional collaborations, and saying “yes” to new opportunities when they arise. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",10.1037/pro0000346,MSU College of Human Medicine,,59268618300,
Thomas Bishop,Longitudinal Interprofessional Family-Based Experience (LIFE): An Authentic Experiential Interprofessional Education Learning Framework,2023,Pedagogy in Health Promotion,Article,experiential learning; health profession education; interprofessional education; social determinant; socio - ecological model,"2021 Society for Public Health Education.The Longitudinal Interprofessional Family-Based Experience (LIFE) was developed to address the need for longitudinal, experiential IPE opportunities that bring students together with real patient-family units with an intentional plan for multiple qualitative and quantitative evaluation measures. LIFE engaged 48 early learners from eight health science schools at a large midwestern university in ongoing team skill-based interactions coupled with real patient experiential learning over 11 weeks. Student teams were introduced and encouraged to apply the socio-ecological model (SEM) and social determinants of health (SDH) while collaboratively exploring the impact of the patient-family’s interface with the healthcare system and community during two consecutive patient-family interviews. A creative collaboration with the health system’s Office of Patient Experience, provided eight patients who had experienced chronic illness and treatment in the healthcare system, who engaged with the learners as both teachers as well as evaluators in this experience. LIFE is a framework model that has applicability and adaptability for designing, implementing, and sustaining experiential IPE. Initial summary data regarding outcomes for students are presented as well as considerations to increase accessible and sustainable authentic IPE experiences through untapped patient and community collaborations.",10.1177/23733799211060726,"University of Michigan, Ann Arbor",,59268618300,
Thomas Bishop,Mental Disorders and Learning Disabilities in Children and Adolescents: Learning Disabilities,2018,FP essentials,Review,disability; disability child; disability experience; disability intervention; disability physicians; disorder learn; learn; mental disorder,"Written permission from the American Academy of Family Physicians is required for reproduction of this material in whole or in part in any form or medium.Learning disabilities are estimated to affect 5% to 9% of US children. Risk factors include a family history of learning disabilities, environmental factors during gestation or birth, and social adversity. Individuals with learning disabilities may experience social exclusion and bullying, poor self-image, or underachievement. They may struggle with tasks and in settings that depend on reading, mathematical skills and reasoning, or written and verbal communication. The family physician often is the first to be approached by parents regarding learning delays in children. The initial evaluation should include a thorough history and physical examination for medical conditions and mental disorders that may manifest as or coexist with learning disabilities. Physicians should advise parents to request that the child's school administer tests for learning disabilities. Physicians should be aware of common tests used to assess for learning disabilities, understand the laws that support provision of special education, and recognize the main categories of learning disabilities. Interventions provided through an Individualized Education Program or Section 504 plan may include educational strategies, accommodations in test taking time or setting, speech or occupational therapy, and adaptive tools. Physicians should help connect families with children with learning disabilities with services and resources.",,University of Michigan Medical School,,59268618300,
Thomas Bishop,Post-acute and long-term care: a practical and novel curriculum for medical students,2024,Gerontology and Geriatrics Education,Article,care model; curriculum; medical education; medical student,"2024 Taylor & Francis Group, LLC.Most physicians will not practice in post-acute or long-term care (PALTC), yet many will care for older adults who transition across these settings. However, medical student education on PALTC is extremely limited. This is a pilot study of a curriculum on PALTC. The curriculum was developed by a geriatrician and social worker. Students participated in a case-based, didactic lecture with interactive components to learn about various care settings, then engaged in a small group exercise to evaluate a challenging transition of care scenario. 168 students participated in the lecture and 145 provided feedback (86.9%). On average, students scored a 1.8/5 (35%) on the pre-course knowledge assessment and 4.3/5 (86%) at the conclusion of the course. Qualitative feedback was analyzed thematically. Students reported positive sentiments regarding the clarity, relevance, engagement, and practicality of the session. Furthermore, students anticipated that the course would improve their own practice patterns and care of older adults. Students felt more empowered to work with interprofessional colleagues because of this course. Opportunities for improvement included a desire for more interactivity and additional reference resources. The course was well-received; students indicated that it would positively influence their practice patterns. This course structure is both highly practical and replicable.",10.1080/02701960.2024.2385662,University of Michigan Medical School,,59268618300,
Thomas Bishop,The Impact of Virtual Interviews on the Resident Candidate: A Before-and-After Comparison,2022,Family Medicine,Article,candidate; interview; interview cohort; interview resident; resident candidate; virtual interview; virtual interviewing,"2022, Society of Teachers of Family Medicine. All rights reserved.BACKGROUND AND OBJECTIVES: A significant impact of the COVID-19 pandemic on family medicine residency recruitment has been a requested transition to virtual interviewing by the Association of American Medical Colleges and the academic family medicine community. This has led to creative and adaptive approaches to virtual interviewing with little previous knowledge, experience, or processes. This work describes the impact of transitioning to virtual recruitment on applicants’ reported experiences and factors influencing decision-making with family medicine at a large research university. METHODS: We made a comparison of 2 years of in-person interview day surveys with 2 years of virtual interview surveys following transition to virtual recruitment. We tested differences between in-person and virtual interviews for significance using χ2 tests. RESULTS: There were significant differences in factors influencing a candi-date’s decision to apply. Candidates who participated in virtual interviews were more interested in urban training settings, a community setting, and obstetrical training compared with the in-person interview cohort. Nearly 50% of virtual candidates reported preferring virtual interviews in the future. There were no significant differences in how candidates rated their experience of the interview process and they indicated adequate contact with resident per-sonnel despite a transition to virtual interviews. CONCLUSIONS: The transition to virtual recruitment has been well received by candidates, as indicated by the high positive ratings of the cohorts. The transition has not resulted in a negative impact on the recruitment experience or the ability to meet with resident leadership.",10.22454/fammed.2022.510274,Michigan Medicine,,59268618300,
Thomas Bishop,When worlds collide: Socio-political conflict in patient care,2022,International Journal of Psychiatry in Medicine,Article,bias; case study; curriculum; ethic; politic,"The Author(s) 2022.The country as a whole has been on high alert since early 2020. That year began with the SARS-CoV-2 pandemic, then moved through the largest single day drop of the Dow Jones industrial average, the murders of Breonna Taylor and George Floyd and subsequent Black Lives Matter protests, murder hornets, the election of Joe Biden, alleged voter fraud, and then culminated on January 6, 2021, with the assault on the United States Capital Building. Societal issues including racism, discrimination, and distrust of leaders have been themes in the news and social media. It should come as no surprise that we may be called upon to provide treatment to patients with whom we have significantly different belief systems, which could result in conflict. The emotional rawness that pervades much of society lays emotions bare for many. Our ethical responsibilities as healthcare providers compel us to think about these complex relationships intentionally, and with compassion. In an interactive workshop conducted at the 42nd Forum for Behavioral Science in Family Medicine, participants were led through scenarios in which conflict could enter the exam room, discussion of the potential consequences, and consideration of ways to respond ethically in those situations. The discussions were couched in the codes of ethics of the American Psychological Association, the National Association of Social Workers, and the American Medical Association. The interactive session was designed to encourage participants to (1) consider potentialities of patient-provider conflict, (2) consider ethical, compassionate responses, and (3) be mindful of social media.",10.1177/00912174221112830,The University of Alabama System,,59268618300,
Thomas Schwenk,Acupuncture helps alleviate chronic pain,2013,Medicine Today,Note,acupuncture; acupuncture help; alleviate chronic; chronic pain; help alleviate,,,Michigan Medicine,0000-0001-5684-4171,7004453625,
Thomas Schwenk,Assessment of medical student burnout: toward an implicit measure to address current issues,2022,Advances in Health Sciences Education,Article,burnout; implicit attitude; implicit relational assessment procedure; irap; medical education; medical student,"2022, The Author(s), under exclusive licence to Springer Nature B.V.The feasibility of implicitly assessing medical student burnout was explored, using the Implicit Relational Assessment Procedure (IRAP), to measure longitudinal student burnout over the first two years of medical school and directly comparing it with an existing explicit measure of burnout (Maslach Burnout Inventory; MBI). Three successive cohorts of medical students completed both implicit and explicit measures of burnout at several time points during their first two years of medical school. Both assessments were conducted via the internet within a one-week period during the first week of medical school, the end of the first year of medical school, and the end of the second year, though not all cohorts were able to complete the assessments at all time points. Mixed linear models were used to compare the two measures directly, as well as to evaluate changes over time in each measure separately. Minimal correspondence was observed between the implicit and explicit measures of burnout on a within-subject basis. However, when analyzed separately, all subscales of both measures detected significant change over time in the direction of greater levels of burnout, particularly during the first year of medical school. These results provide preliminary evidence the IRAP is able to assess implicit attitudes related to burnout among medical students, though additional research is needed. The IRAP detected consistent improvements in positive implicit attitudes toward medical training during students’ second year of medical school, which was not detected by the MBI. Possible implications of these findings are discussed.",10.1007/s10459-021-10089-0,"University of Nevada, Reno School of Medicine",0000-0001-5684-4171,7004453625,4487947
Thomas Schwenk,"Authors' response to letter to the editor ""Details on suicide among US physicians: Data from the National Violent Death Reporting System""",2013,General Hospital Psychiatry,Letter,death report; details suicide; physician suicide; physicians data; violent death,,10.1016/j.genhosppsych.2013.02.003,University of Michigan Medical School,0000-0001-5684-4171,7004453625,
Thomas Schwenk,Cultural Change in a Medical School: A Data-Driven Management of Entropy,2015,Journal of Organizational Behavior Management,Article,behavioral system analysis; curricular change; engagement; faculty engagement; implicit relational assessment procedure; medical education; medical school; organizational change,"Copyright © Taylor & Francis Group, LLC.Medical school organizations are incredibly complex entities operating within multifaceted systems that exert multiple environmental pressures on the internal practices of the schools. Moreover, the components of medical schools operate within the contingencies of the medical school as a whole, such as the recent curricular change that occurred at the University of Nevada School of Medicine. That change required organizational and cultural changes in many different areas within the school and at all levels of the school’s organizational hierarchy. Three separate studies were conducted during this time of transition to evaluate the practices of major stakeholders within the organization: emerging leader interviews and a Faculty Forward© survey for faculty and the application of the Implicit Relational Assessment Procedure for students. The results are depictive of ways by which behavioral systemic assessments can serve as important tools for guiding comprehensive and empirically based success in complex organizational systems.",10.1080/01608061.2015.1035826,"University of Nevada, Reno School of Medicine",0000-0001-5684-4171,7004453625,
Thomas Schwenk,Do US medical licensing applications treat mental and physical illness equivalently?,2017,Family Medicine,Article,illness equivalently; issue physician; license; licensing application; medical licensing; physician impairment; physician seek; state medical; treat mental,"2017, Society of Teachers of Family Medicine. All rights reserved.Background and Objectives: State medical licensing boards are responsible for evaluating physician impairment. Given the stigma generated by mental health issues among physicians and in the medical training culture, we were interested in whether states asked about mental and physical health conditions differently and whether questions focused on current impairment. Methods: Two authors reviewed physician medical licensing applications for US physicians seeking first-time licensing in 2013 in the 50 states and the District of Columbia. Questions about physical and mental health, as well as substance abuse, were identified and coded as to whether or not they asked about diagnosis and/or treatment or limited the questions to conditions causing physician impairment. RESULTS: Forty-three (84%) states asked questions about mental health conditions, 43 (84%) about physical health conditions, and 47 (92%) about substance use. States were more likely to ask for history of treatment and prior hospitalization for mental health and substance use, compared with physical health disorders. Among states asking about mental health, just 23 (53%) limited all questions to disorders causing functional impairment and just 6 (14%) limited to current problems. Conclusions: While most state medical licensing boards ask about mental health conditions or treatment, only half limited queries to disorders causing impairment. Differences in how state licensing boards assess mental health raise important ethical and legal questions about assessing physician ability to practice and may discourage treatment for physicians who might otherwise benefit from appropriate care.",,"University of Michigan, Ann Arbor",0000-0001-5684-4171,7004453625,
Thomas Schwenk,Educational value of a free medical clinic operated by medical students,2016,Family Medicine,Article,clinic; educational value; free medical; medical clinic; medical school; medical student; medicine student; pharmacology curriculum; school medicine,"2016 by Society of Teachers of Family Medicine.BACKGROUND AND OBJECTIVES: The Student Outreach Clinic (SOC) at the University of Nevada School of Medicine is one of several student-run free medical clinics associated with US medical schools. We report on the educational value of the SOC to medical students who volunteer at this clinic. METHODS: The records of all patients seen between August 1, 2012, and July 31, 2013, at the SOC were abstracted on a deidentified basis to collect key demographic and clinical components of the visit, including past medical history, components of the physical exam performed, clinical diagnoses recorded, patient disposition, and medications prescribed. RESULTS: A total of 593 clinic visits were reviewed. Students performed a full physical exam on 80% of patients, primarily for educational purposes. The most frequent diagnoses mapped to a considerable extent to the top diagnoses seen in primary care as well as to the medical school curriculum, and the most frequent medications prescribed mapped to a considerable extent to the pharmacology curriculum. CONCLUSIONS: The SOC provides incremental opportunities for medical students to gain valuable clinical experience during their first 2 years of medical school. The diagnoses encountered and medications prescribed parallel and supplement the medical school curriculum, with a particular focus on primary care. The educational value of these experiences should influence curriculum development and decisions.",,"University of Nevada, Reno School of Medicine",0000-0001-5684-4171,7004453625,
Thomas Schwenk,"Electronic Health Records, Medical Practice Problems, and Physician Distress",2022,International Journal of Behavioral Medicine,Article,electronic health record; medical practice management; physician psychological distress,"2021, International Society of Behavioral Medicine.Background: This study assessed direct and indirect associations between problems with electronic health records (EHRs) and physician distress via problems encountered during the day-to-day practice of medicine and access to social support. Methods: One-hundred and ninety physicians in the state of Nevada completed an online survey in spring of 2019 regarding problems with EHRs, their medical practice, social support, and mental health. A parallel mediator model was tested with 10,000 bias-corrected bootstrap samples to assess associations between EHRs and distress directly and indirectly via medical practice problems and social support. Results: Frequency of EHR problems was positively associated with problems with the day-to-day practice of medicine, and negatively associated with access to social support. Medical practice problems were positively associated with physician distress, and social support was negatively associated with it. Mediation analyses suggest that EHR problems indirectly affect physician distress via problems encountered during the practice of medicine and social support. Conclusions: Physician wellbeing is a critical priority for health care. This study suggests that reducing EHR problems may improve physician well-being directly and indirectly by addressing problems in the practice of medicine that compound mental health effects of EHRs. Suggestions for improving the integration of EHRs into medical practice are discussed.",10.1007/s12529-021-10010-4,"University of Nevada, Reno",0000-0001-5684-4171,7004453625,4487947
Thomas Schwenk,"I would never want to have a mental health diagnosis on my record: A survey of female physicians on mental health diagnosis, treatment, and reporting",2016,General Hospital Psychiatry,Article,medical licensing; mental; physician; psychiatric treatment; stigma; woman,"2016 Elsevier Inc.Introduction Physicians have high rates of suicide and depression. Most state medical boards require disclosure of mental health problems on physician licensing applications, which has been theorized to increase stigma about mental health and prevent help-seeking among physicians. Methods We surveyed a convenience sample of female physician-parents on a closed Facebook group. The anonymous 24-question survey asked about mental health history and treatment, perceptions of stigma, opinions about state licensing questions on mental health, and personal experiences with reporting. Results 2106 women responded, representing all 50 states and the District of Columbia. Most respondents were aged 30–59. Almost 50% of women believed that they had met the criteria for mental illness but had not sought treatment. Key reasons for avoiding care included a belief they could manage independently, limited time, fear of reporting to a medical licensing board, and the belief that diagnosis was embarrassing or shameful. Only 6% of physicians with formal diagnosis or treatment of mental illness had disclosed to their state. Conclusions Women physicians report substantial and persistent fear regarding stigma which inhibits both treatment and disclosure. Licensing questions, particularly those asking about a diagnosis or treatment rather than functional impairment may contribute to treatment reluctance.",10.1016/j.genhosppsych.2016.09.004,University of Michigan Medical School,0000-0001-5684-4171,7004453625,
Thomas Schwenk,Importance of web-based intervention in minimizing depressive symptoms and associated stigma in depressed medical students,2013,Revista Brasileira de Psiquiatria,Letter,depressed medical; depressive; depressive symptom; minimize depressive; stigma depress,,10.1590/1516-4446-2012-0972,Universidade do Minho,0000-0001-5684-4171,7004453625,
Thomas Schwenk,In reply,2019,JAMA - Journal of the American Medical Association,Letter,health reply,,10.1001/jama.2018.19008,"University of Nevada, Reno School of Medicine",0000-0001-5684-4171,7004453625,
Thomas Schwenk,Integrated behavioral and primary care what is the real cost?,2016,JAMA - Journal of the American Medical Association,Editorial,behavioral primary; cost; integrate behavioral; primary care; real cost,,10.1001/jama.2016.11031,"University of Nevada, Reno",0000-0001-5684-4171,7004453625,
Thomas Schwenk,"Physician burnout-a serious symptom, but of what?",2018,JAMA - Journal of the American Medical Association,Editorial,burnout; burnout physician; burnout symptom; physician; symptom,,10.1001/jama.2018.11703,"University of Nevada, Reno School of Medicine",0000-0001-5684-4171,7004453625,
Thomas Schwenk,Physician Suicide - A Personal and Community Tragedy,2020,JAMA Psychiatry,Editorial,community tragedy; physician; physician suicide; suicide personal,,10.1001/jamapsychiatry.2020.0009,University of Michigan Medical School,0000-0001-5684-4171,7004453625,
Thomas Schwenk,Physician Suicide in the United States:Updated Estimates from the National Violent Death Reporting System,2022,"Psychology, Health and Medicine",Article,death; epidemiology; health professional; physician; physician suicide; standardized mortality ratio; tin,"2021 Informa UK Limited, trading as Taylor & Francis Group.Physician suicide and well-being are critical issues but studies use varying methodologies and suicide is frequently underreported. This study sought to update data on physician suicides in the United States. The National Violent Death Reporting System (NVDRS) at the Centers for Disease Control collects details about violent deaths. The study used 2010–2015 data from 27 NVDRS states to identify suicide deaths among physicians or non-physicians and calculate annual standardized mortality rates (SMR). Of 63,780 victims total, there were 357 physicians identified over 6 years, (307 men and 50 women). If results are extrapolated to all 50 states, there would be approximately 119 physician suicides annually. The SMR for physicians overall was not statistically different from that of non-physicians. This is the first study in 16 years to update estimated physician suicide rates in the United States. The research used strict criteria to identify physicians so results likely represent the lower boundary of physician suicides. Findings show that physician suicide is not significantly lower than that of non-physicians and emphasizes the importance of focusing on structural changes to reduce stigma around mental health in the medical community.",10.1080/13548506.2021.1903053,University of Michigan Medical School,0000-0001-5684-4171,7004453625,8359341
Thomas Schwenk,Physician well-being and the regenerative power of caring,2018,JAMA - Journal of the American Medical Association,Note,care; physician; physician regenerative; power care,,10.1001/jama.2018.1539,"University of Nevada, Reno School of Medicine",0000-0001-5684-4171,7004453625,
Thomas Schwenk,Physicians and Social Determinants of Health - Reply,2020,JAMA - Journal of the American Medical Association,Letter,determinant; health; health reply; physician; physicians social,,10.1001/jama.2020.9072,"University of Nevada, Reno",0000-0001-5684-4171,7004453625,
Thomas Schwenk,Predictors of Depression Stigma in Medical Students: Potential Targets for Prevention and Education,2015,American Journal of Preventive Medicine,Article,depression; depression stigma; examine stigma; predictor depression; stigma; stigma associate; stigma medical; stigma physician,"2015 American Journal of Preventive Medicine.Introduction Suicide rates are higher among U.S. physicians than the general population. Untreated depression is a major risk factor, yet depression stigma presents a barrier to treatment. This study aims to identify early career indications of stigma among physicians-in-training and to inform the design of stigma-reduction programs. Methods A cross-sectional student survey administered at a large, Midwestern medical school in fall 2009 included measures of depression symptoms, attitudes toward mental health, and potential sources of depression stigma. Principal components factor analysis and linear regression were used to examine stigma factors associated with depression in medical students. Results The response rate was 65.7%, with 14.7% students reporting a previous depression diagnosis. Most students indicated that, if depressed, they would feel embarrassed if classmates knew. Many believed that revealing depression could negatively affect professional advancement. Factor analyses revealed three underlying stigma constructs: personal weakness, public devaluation, and social/professional discrimination. Students associating personal weakness with depression perceived medication as less efficacious and the academic environment as more competitive. Those endorsing public stigma viewed medication and counseling as less efficacious and associated depression with an inability to cope. Race, gender, and diagnosis of past/current depression also related to beliefs about stigma. Depression measures most strongly predicted stigma associated with personal weakness and social/professional discrimination. Conclusions Recommendations for decreasing stigma among physicians-in-training include consideration of workplace perceptions, depression etiology, treatment efficacy, and personal attributes in the design of stigma reduction programs that could facilitate help-seeking behavior among physicians throughout their career.",10.1016/j.amepre.2015.03.021,WCU College of Osteopathic Medicine,0000-0001-5684-4171,7004453625,
Thomas Schwenk,Primary care of patients with chronic pain,2017,JAMA - Journal of the American Medical Association,Note,care patient; chronic pain; pain; patient chronic; primary care,,10.1001/jama.2017.5787,Michigan Medicine,0000-0001-5684-4171,7004453625,
Thomas Schwenk,Resident depression the tip of a graduate medical education iceberg,2015,JAMA - Journal of the American Medical Association,Editorial,depression; depression tip; graduate medical; medical education; resident depression,,10.1001/jama.2015.15408,"University of Nevada, Reno School of Medicine",0000-0001-5684-4171,7004453625,
Thomas Schwenk,The moment of truth,2014,JAMA,Note,moment; moment truth; truth,,10.1001/jama.2013.286177,Kirk Kerkorian School of Medicine at UNLV,0000-0001-5684-4171,7004453625,
Thomas Schwenk,The patient-centered medical home one size does not fit all,2014,JAMA,Editorial,center medical; home size; medical home; patient; patient - center,,10.1001/jama.2014.352,Kirk Kerkorian School of Medicine at UNLV,0000-0001-5684-4171,7004453625,
Thomas Schwenk,To the editor,2016,Academic Medicine,Letter,editor,,10.1097/ACM.0000000000001108,"University of Nevada, Reno School of Medicine",0000-0002-1789-7366,7004453625,
Thomas Schwenk,US direct-to-consumer medical service advertisements fail to provide adequate information on quality and cost of care,2021,Journal of Medical Ethics,Article,activity advertisement; code of / position statement on professional ethic; ethic; journalism / mass medium,"Author(s) (or their employer(s)) 2021. No commercial re-use. See rights and permissions. Published by BMJ.Background In the 1970s, the Federal Trade Commission declared that allowing medical providers to advertise directly to consumers would be ""providing the public with truthful information about the price, quality or other aspects of their service.""However, our understanding of the advertising content is highly limited. Objective To assess whether direct-to-consumer medical service advertisements provide relevant information on access, quality and cost of care, a content analysis was conducted. Method Television and online advertisements for medical services directly targeting consumers were collected in two major urban centres in Nevada, USA, identifying 313 television advertisements and 200 non-duplicate online advertisements. Results Both television and online advertisements reliably conveyed information about the services provided and how to make an appointment. At the same time, less than half of the advertisements featured insurance information and hours of operation and less than a quarter of them contained information regarding the quality and price of care. The claims of quality were substantiated in even fewer advertisements. The scarcity of quality and cost information was more severe in television advertisements. Conclusion There is little evidence that medical service advertising, in its current form, would contribute to lower prices or improved quality of care by providing valuable information to consumers.",10.1136/medethics-2020-106458,"University of Nevada, Reno",0000-0001-5684-4171,7004453625,4487947
Thomas Schwenk,What a medical school chair wants from the dean,2018,Journal of Healthcare Leadership,Article,academic medicine dean; leadership characteristic; organizational value,"2018 Hromas et al.Economic pressure has led the evolution of the role of the medical school dean from a clinician educator to a health care system executive. In addition, other dynamic requirements also have likely led to changes in their leadership characteristics. The most important relationship a dean has is with the chairs, yet in the context of the dean’s changing role, little attention has been paid to this relationship. To frame this discussion, we asked medical school chairs what characteristics of a dean’s leadership were most beneficial. We distributed a 26-question survey to 885 clinical and basic science chairs at 41 medical schools. These chairs were confidentially surveyed on their views of six leadership areas: evaluation, barriers to productivity, communication, accountability, crisis management, and organizational values. Of the 491 chairs who responded (response rate =55%), 88% thought that their dean was effective at leading the organization, and 89% enjoyed working with their dean. Chairs indicated that the most important area of expertise of a dean is to define a strategic vision, and the most important value for a dean is integrity between words and deeds. Explaining the reasons behind decisions, providing good feedback, admitting errors, open discussion of complex or awkward topics, and skill in improving relations with the teaching hospital were judged as desirable attributes of a dean. Interestingly, only 23% of chairs want to be a dean in the future. Financial acumen was the least important skill a chair thought a dean should hold, which is in contrast to the skill set for which many deans are hired and evaluated. After reviewing the literature and analyzing these responses, we assert that medical school chairs want their dean to maintain more traditional leadership than that needed by a health care system executive, such as articulating a vision for the future and keeping their promises. Thus, there appears to be a mismatch between what medical school chairs perceive they need from their dean and how the success of a dean is evaluated.",10.2147/JHL.S158937,Joe R. &amp; Teresa Lozano Long School of Medicine,0000-0001-5684-4171,7004453625,
Thomas Schwenk,What Does It Mean to Be a Physician?,2020,JAMA - Journal of the American Medical Association,Note,do; do mean; mean; physician,,10.1001/jama.2020.0146,"University of Nevada, Reno",0000-0001-5684-4171,7004453625,
Timothy Gueetterman,“An absolutely necessary piece”: A qualitative study of legal perspectives on medical affidavits in the asylum process,,,,affidavit; affidavit asylum; asylum; asylum process,,,,0000-0002-0093-858X,,
Timothy Gueetterman,“Better at home”: Mixed methods report of intricacies in pediatric febrile neutropenia management,2024,Cancer Medicine,Article,cancer; care delivery; care qualitative; child; hospital discharge; infectious disease,"2024 The Authors. Cancer Medicine published by John Wiley & Sons Ltd.Introduction: Many febrile neutropenia (FN) episodes are low risk (LR) for severe outcomes and can safely receive less aggressive management and early hospital discharge. Validated risk tools are recommended by the Children's Oncology Group to identify LR FN episodes. However, the complex dynamics of early hospital discharge and burdens faced by caregivers associated with the FN episode have been inadequately described. Methods: An adapted quality-of-life (QoL) survey instrument was administered by a convergent mixed methods design; qualitative and quantitative data from two sources, the medical record and the mixed methods survey instrument, were independently analyzed prior to linkage and integration. Code book was informed by conceptual framework; open coding was used. Mixed methods analysis used joint display of results to determine meta-inferences. Results: Twenty-eight patient–caregiver dyads participated with a response rate of 87%. Of the 27 FN episodes, 51.8% (14/27) were LR and 40.7% (11/27) had an early hospital discharge. The LR and early hospital discharge groups had higher mean QoL scores comparatively. Meta-inferences are reciprocal influencers and expand the complex situation; FN negatively affects the entire family, and the benefits of hospital management were outweighed by risks and worsened symptoms, so an individualized approach to management and care at home was preferred. Conclusion: Early discharge of LR FN episodes positively impacts QoL, yet risk-stratified management for FN is intricately complex. Optimal FN management should prioritize the patient's overall health; shared decision-making is recommended and can improve care delivery. These results should be confirmed in a larger, more heterogeneous population.",10.1002/cam4.7106,University of Michigan Medical School,0000-0002-0093-858X,56652174000,
Timothy Gueetterman,“You get what you need when you need it”: A mixed methods examination of the feasibility and acceptability of a tailored digital tool to promote physical activity among women in midlife,,,,activity woman; midlife; physical activity; promote physical,,,,0000-0002-0093-858X,,
Timothy Gueetterman,A conceptual model for the development process of confirmatory adaptive clinical trials within an emergency research network,,,,adaptive clinical; clinical trial; confirmatory adaptive; emergency research; trial emergency,,,,0000-0002-0093-858X,,
Timothy Gueetterman,A cross-stakeholder approach to improving out-of-hospital cardiac arrest survival,,,,emergency management; environmental health; geospatial analysis; health lifestyle theory; inland flooding; risk perception,,,,0000-0002-0093-858X,,
Timothy Gueetterman,A Geospatial Analysis of Contributors to Flood Health Behaviors Among Midwest Residents,2024,International Journal of Applied Geospatial Research,Article,emergency management; environmental health; geospatial analysis; health lifestyle theory; inland flooding; risk perception,"2024 IGI Global. All rights reserved.Inland flooding poses significant acute and longer-term health risks, but many individuals living in or near floodplains may be unaware of their danger. Major flooding occurred in the Midwest USA during 2019. Our objective was to assess inland flood-related risk reduction behaviors and preparedness in flood-prone communities to inform risk communication and flood education interventions. We mailed a survey to residential addresses in the floodplains of Iowa and Nebraska in 2022 to assess flood knowledge, awareness, and risk reduction behaviors (such as having a flood plan). The 258 survey responses were linked to area-level Social Vulnerability Index (2020) and flood hazard maps to assess whether flood awareness and reduction behaviors were associated with risk. None of the examined factors explained flood-related behaviors well, although area-level race variables and distance from a major city were statistically significant (p.05) for overall flood-related behavior. More targeted approaches may be warranted.",10.4018/IJAGR.351240,Creighton University School of Medicine,0000-0002-0093-858X,56652174000,
Timothy Gueetterman,A Methodological Review of Mixed Methods Research in Palliative and End-of-Life Care (2014–2019),,,,life care; mixed method; palliative; palliative end,,,,0000-0002-0093-858X,,
Timothy Gueetterman,A Mixed Methods Study of Teachers’ Perceptions of Communicative Language Teaching in Iranian High Schools,,,,communicative language; language teaching; perception communicative; teach iranian; teacher perception,,,,0000-0002-0093-858X,,
Timothy Gueetterman,A software feature for mixed methods analysis: The MAXQDA Interactive Quote Matrix,2023,Methods in Psychology,Article,care integration; mixed - method research; mixed method; qualitative data analysis; software,"2023 The AuthorsMixed methods research relies on the integration of quantitative and qualitative data to develop meta-inferences. Despite an increase in techniques to facilitate integration at the methods and reporting levels, there is less practical guidance on how to conduct mixed methods integrative data analysis. Qualitative data analysis software is rapidly advancing to facilitate integrative analysis in mixed methods research studies. However, examples on how these features support analysis are relatively limited. The purpose of this article is to promote the use of qualitative data analysis software for integrative analysis in mixed methods research by describing the value of the major features available in software (i.e., code queries, crosstabulations, and quote matrices). In addition to a brief overview of these features, this article demonstrates the use of MAXQDA's Interactive Quote Matrix with a real-life example of a completed mixed methods study and delineates the step-by-step process on how to use this feature to develop meta-inferences.",10.1016/j.metip.2023.100116,"University of Michigan, Ann Arbor",0000-0002-0694-4702,57201255863,7948561
Timothy Gueetterman,Advancing discussion of ethics in mixed methods health services research,,,,discussion ethic; ethic; ethic mix; method; mixed method,,,,0000-0002-0093-858X,,
Timothy Gueetterman,An integrated model of influence: Use of assessment data in higher education,,,,assessment; assessment datum; influence; use assessment,,,,0000-0002-0093-858X,,
Timothy Gueetterman,Applying Mixed Methods Research to Healthcare Simulation,,,,disability simulation; healthcare simulation; method research; mixed method; research healthcare,,,,0000-0002-0093-858X,,
Timothy Gueetterman,Assessment of Rapid Response Teams at Top-Performing Hospitals for In-Hospital Cardiac Arrest,,,,cardiac arrest; hospital; hospital cardiac; perform hospital; response team,,,,0000-0002-0093-858X,,
