Name,Author ID,Title,Year,Venue,keywords
"Pamela G. Rockwell, D.O.",79971203,Improving Vaccination Coverage in Children and Adolescents: The Role of Professional Societies.,2021,Academic pediatrics,"['Role', 'Adolescent', 'Child']"
"Pamela G. Rockwell, D.O.",79971203,Healthcare Engineering to Predict Time and Resource Impact of Integrating a CKD Education Intervention into Primary Care Practice,2020,Journal of the American Society of Nephrology,"['Tin', 'Time', 'Education', 'Engineering']"
"Pamela G. Rockwell, D.O.",79971203,ACIP Approves 2020 Adult and Childhood/Adolescent Immunization Schedules.,2020,American Family Physician,"['Adolescent', 'Adult', 'Child']"
"Pamela G. Rockwell, D.O.",79971203,Managing food allergy in children: An evidence-based update.,2020,Journal of Family Practice,"['Food', 'Child']"
"Pamela G. Rockwell, D.O.",79971203,Bringing the HPV vaccination rate into line with other adolescent immunizations.,2019,Journal of Family Practice,['Adolescent']
"Pamela G. Rockwell, D.O.",79971203,The Family Physician's Role in the Prevention of Measles.,2019,American Family Physician,"['Family', 'Role', ""Physician's Role""]"
"Pamela G. Rockwell, D.O.",79971203,ACIP Approves 2019 Adult and Childhood/Adolescent Immunization Schedules.,2019,American Family Physician,"['Adolescent', 'Adult', 'Child']"
"Keturah P. Schacht, M.D.",2133946296,A Malpractice Claims Study of a Family Medicine Department: A 20-Year Review,2022,Journal of the American Board of Family Medicine,"['Ear', 'Family', 'Art']"
"Keturah P. Schacht, M.D.",2133946296,Increasing Diabetes Screening in a Primary Care Setting.,2021,Clinical Diabetes,['Tin']
"Jill R. Schneiderhan, M.D.",15876171,Comparing Resident and Program Director Perspectives on Wellness Curricula: A CERA Study.,2023,PRiMER,[]
"Jill R. Schneiderhan, M.D.",15876171,An Interventional Response Phenotyping Study in Chronic Low Back Pain: Protocol for a Mechanistic Randomized Controlled Trial,2023,"Pain medicine (Malden, Mass.)","['Pain', 'Back Pain', 'Low Back Pain']"
"Jill R. Schneiderhan, M.D.",15876171,Faculty and Resident Perspectives of the Complexity of Wellness Program Implementation: A Qualitative Exploration.,2023,PRiMER,['Faculty']
"Jill R. Schneiderhan, M.D.",15876171,Off the Beaten Path: Caring for People Engaging in Potentially Unsafe Low Evidence Therapies,2022,The American journal of hospice & palliative care,[]
"Jill R. Schneiderhan, M.D.",15876171,Off the Beaten Path: Caring for People Engaging in Potentially Unsafe Low-Evidence Therapies (FR268),2022,Journal of Pain and Symptom Management,[]
"Jill R. Schneiderhan, M.D.",15876171,Wellness in the Time of COVID: A CERA Follow-up Survey of Program Directors.,2022,Family Medicine,['Time']
"Jill R. Schneiderhan, M.D.",15876171,Perceived social support partially mediates the association between childhood abuse and pain-related characteristics,2022,Frontiers in Pain Research,"['Chara', 'Tics', 'Pain', 'Character', 'Association', 'Social Support', 'Art', 'Child']"
"Jill R. Schneiderhan, M.D.",15876171,Correction,2020,Annals of Family Medicine,[]
"Jill R. Schneiderhan, M.D.",15876171,Letter to the editor: response to Zheng et al,2020,Regional anesthesia and pain medicine,['Letter']
"Jill R. Schneiderhan, M.D.",15876171,Centralized pain and pain catastrophizing mediate the association between lifetime abuse history and self-reported pain medication side effects,2020,Regional anesthesia and pain medicine,"['Pain', 'Association', 'Time']"
"Jill R. Schneiderhan, M.D.",15876171,Getting It Off the Ground: Key Factors Associated With Implementation of Wellness Programs.,2020,Family Medicine,['Tin']
"Jill R. Schneiderhan, M.D.",15876171,Making Sense of Family Medicine Resident Wellness Curricula: A Delphi Study of Content Experts.,2019,Family Medicine,['Family']
"Jill R. Schneiderhan, M.D.",15876171,Curriculum development: a how to primer,2019,Family Medicine and Community Health Journal,['Curriculum']
"Thomas L. Schwenk, M.D.",4487947,Assessment of medical student burnout: toward an implicit measure to address current issues,2022,Advances in Health Sciences Education,[]
"Thomas L. Schwenk, M.D.",4487947,Physician Suicide in the United States:Updated Estimates from the National Violent Death Reporting System,2021,"Psychology, Health & Medicine","['Death', 'Tin']"
"Thomas L. Schwenk, M.D.",4487947,"Electronic Health Records, Medical Practice Problems, and Physician Distress",2021,International Journal of Behavioral Medicine,['Electronic Health Records']
"Thomas L. Schwenk, M.D.",4487947,Physician Suicide-A Personal and Community Tragedy.,2020,JAMA psychiatry,['Aged']
"Thomas L. Schwenk, M.D.",4487947,Physicians and Social Determinants of Health-Reply.,2020,Journal of the American Medical Association (JAMA),['Social Determinants of Health']
"Thomas L. Schwenk, M.D.",4487947,US direct-to-consumer medical service advertisements fail to provide adequate information on quality and cost of care,2020,Journal of Medical Ethics,['Advertisements']
"Thomas L. Schwenk, M.D.",4487947,What Does It Mean to Be a Physician?,2020,Journal of the American Medical Association (JAMA),[]
"Thomas L. Schwenk, M.D.",4487947,Long-Term Pain Control for Patients with Knee Osteoarthritis,2019,,"['Knee', 'Osteoarthritis', 'Pain', 'Art']"
"Thomas L. Schwenk, M.D.",4487947,Comorbid Mental Illness Is Associated with Doubled Healthcare Costs in Patients with Chronic Disease,2019,,[]
"Thomas L. Schwenk, M.D.",4487947,Physician Burnout-Reply.,2019,Journal of the American Medical Association (JAMA),[]
"David C. Serlin, M.D.",48885961,Pharmacist engagement in a community pharmacy hypertension management program in collaboration with an academic medical center.,2022,American Journal of Health-System Pharmacy,"['Arm', 'Hypertension', 'Pharmacy']"
"David C. Serlin, M.D.",48885961,Continuous Glucose Monitoring With Low-Carbohydrate Nutritional Coaching to Improve Type 2 Diabetes Control: Randomized Quality Improvement Program,2022,Journal of Medical Internet Research,"['Chin', 'Hydra', 'Tin', 'Quality Improvement']"
"David C. Serlin, M.D.",48885961,Video Visits: Family Physician Experiences With Uptake During the COVID-19 Pandemic.,2021,Family Medicine,['Family']
"David C. Serlin, M.D.",48885961,Continuous glucose monitoring with low-carbohydrate nutritional coaching improves type diabetes control: A randomized quality improvement program evaluation (Preprint),2021,,"['Chin', 'Hydra', 'Tin', 'Quality Improvement']"
"David C. Serlin, M.D.",48885961,Primary care provider perceptions of an integrated community pharmacy hypertension management program.,2020,Journal of the American Pharmacists Association,"['Arm', 'Hypertension', 'Perception', 'Pharmacy']"
"David C. Serlin, M.D.",48885961,Keywords for Disability Studies,2020,,[]
"David C. Serlin, M.D.",48885961,Improving hypertension control through a collaboration between an academic medical center and a chain community pharmacy,2019,Journal of the American College of Clinical Pharmacy,"['Arm', 'Hypertension', 'Pharmacy']"
"David C. Serlin, M.D.",48885961,Introduction to Special Section on Crip Technoscience,2019,"Catalyst: Feminism, Theory, Technoscience",[]
"David C. Serlin, M.D.",48885961,Crip Technoscience: Special Issue,2019,,[]
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,HPV-Vaccine Hesitancy in Colombia: A Mixed-Methods Study,2022,Vaccines,[]
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,"HPV vaccination initiation among white, black and Middle East North African (MENA) males",2022,Preventive medicine reports,[]
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,Patient-centered home cancer screening attitudes during SARS-CoV-2 pandemic.,2022,Annals of Family Medicine,['Attitude']
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,US women screen at low rates for both cervical and colorectal cancers than a single cancer: a cross-sectional population-based observational study,2022,eLife,[]
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,"Mediators of Racial Differences in COVID-19 Vaccine Acceptance and Uptake: A Cohort Study in Detroit, MI",2021,Vaccines,[]
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,Ending the Pandemic: How Behavioural Science Can Help Optimize Global COVID-19 Vaccine Uptake,2021,Vaccines,[]
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,"Effect of vaccine effectiveness and safety on COVID-19 vaccine acceptance in Detroit, Michigan, July 2020",2021,Human Vaccines & Immunotherapeutics,['Safety']
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,Global Trends and Correlates of COVID-19 Vaccination Hesitancy: Findings from the iCARE Study,2021,Vaccines,[]
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,HPV vaccination bridges to HPV screening,2020,EClinicalMedicine,[]
"Sherri  Sheinfeld Gorin, Ph.D.",15131888,Group mentoring and leadership growth in behavioral medicine.,2020,Translational Behavioral Medicine,"['Hip', 'Lead', 'Oral Medicine', 'Behavioral Medicine']"
"Kartik Sidhar, M.D.",13411113,"Heat, Cold, and Environmental Emergencies in Athletes.",2023,Clinics in Sports Medicine,['Athletes']
"Kartik Sidhar, M.D.",13411113,Socioeconomic status and injury history in adolescent athletes: Lower family affluence is associated with a history of concussion,2022,Journal of Clinical and Translational Research,"['Family', 'Adolescent', 'Athletes']"
"Kartik Sidhar, M.D.",13411113,How to help runners steer clear of injury.,2021,Journal of Family Practice,['Ear']
"Kartik Sidhar, M.D.",13411113,55 Year Old Male With Chronic Groin Pain After Work Related Hamstring Injury,2021,Medicine & Science in Sports & Exercise,"['Ear', 'Pain', 'Work']"
"Kartik Sidhar, M.D.",13411113,"How to Identify, Understand, and Unlearn Implicit Bias in Patient Care.",2019,Family practice management,['Ear']
"Carolina B. Sierra López, M.D.",2107691351,"Doctora, ¿tengo COVID persistente?",2023,XXIX Congreso Nacional de Medicina General y de Familia y V Jornadas SEMG Andalucía Abstracts Publication,[]
"Carolina B. Sierra López, M.D.",2107691351,Prevalencia de problemas de agudeza visual en la comunidad estudiantil uvm reynosa,2023,South Florida Journal of Health,[]
"Carolina B. Sierra López, M.D.",2107691351,61 - MÁS DE 2 AÑOS DE EXPERIENCIA EN VIDA REAL CON USTEKINUMAB EN UNA COHORTE ESPAÑOLA DE PACIENTES CON COLITIS ULCEROSA MUY REFRACTARIA,2023,Gastroenterology & hepatology,"['Rosa', 'Colitis', 'Ulcer']"
"Carolina B. Sierra López, M.D.",2107691351,IXX Jornadas del Comité de Graduados de la Sociedad Argentina de Diabetes Tema: “Diabetes y órganos no clásicos”. Mesa 2: Patologías gastrointestinales y diabetes mellitus,2023,Revista de la Sociedad Argentina de Diabetes,"['Diabetes Mellitus', 'Tin']"
"Carolina B. Sierra López, M.D.",2107691351,Ginecomastia en un lactante: ¿mastitis o algo más?,2023,37 Congreso Nacional de la Sociedad Española de Pediatría y Atención Primaria  - SEPEAP 2023 Abstracts Publication,['Mastitis']
"Carolina B. Sierra López, M.D.",2107691351,CARACTERIZACIÓN PROTEÓMICA DE LAS VESÍCULAS EXTRACELULARES SÉRICAS DE PACIENTES RECIÉN DIAGNOSTICADOS DE ENFERMEDAD INFLAMATORIA INTESTINAL,2023,Gastroenterology & hepatology,['Tin']
"Carolina B. Sierra López, M.D.",2107691351,CEFALEA Y DIPLOPIA. UN DIAGNÓSTICO INUSUAL,2023,37 Congreso Nacional de la Sociedad Española de Pediatría y Atención Primaria  - SEPEAP 2023 Abstracts Publication,['Diplopia']
"Carolina B. Sierra López, M.D.",2107691351,Pacientes hospitalizados com injúria renal aguda: estudo de coorte,2023,Enfermagem Brasil,[]
"Carolina B. Sierra López, M.D.",2107691351,Valle-Inclán dentro de la heteroglosia humorística peninsular,2022,Romance Notes,['Humor']
"Carolina B. Sierra López, M.D.",2107691351,Absceso cerebral multilobulado como primera manifestación de malformación arteriovenosa pulmonar,2021,,['Art']
"Carolina B. Sierra López, M.D.",2107691351,Impacto en la comunidad del sector no estatal. Caso de estudio restaurante Nirvana,2021,,['Rest']
"Carolina B. Sierra López, M.D.",2107691351,Lago y Sáenz. La materia y el vacío,2021,,[]
"Carolina B. Sierra López, M.D.",2107691351,Reflexiones sobre la intervención de enfermería en adultos con episodio depresivo,2021,Revista Eugenio Espejo,['Adult']
"Carolina B. Sierra López, M.D.",2107691351,"Aproximación teórica de las necesidades del hombre y su relación con la configuración de la vivienda, el imaginario y la ciudad",2021,"MADGU. Mundo, Arquitectura, Diseño Gráfico y Urbanismo",[]
"Carolina B. Sierra López, M.D.",2107691351,Las Tecnologías E-Learning y TIC en el Aprendizaje a Largo Plazo de la Anatomía Humana en Estudiantes del Área de la Salud: Una Revisión de la Literatura,2021,,"['Ear', 'Learning']"
"Carolina B. Sierra López, M.D.",2107691351,Manual de Edición AGROSAVIA,2021,,['Rosa']
"Carolina B. Sierra López, M.D.",2107691351,El rendimiento académico y social: mirada desde dos estudiantes tomasinos,2021,Sol de Aquino,[]
"Carolina B. Sierra López, M.D.",2107691351,ANÁLISE COMPUTACIONAL DO SÍTIO ATIVO DA ENZIMA LASPARAGINASE DE Erwinia rhapontici,2021,,"['Erwinia', 'Asparaginase']"
"Carolina B. Sierra López, M.D.",2107691351,PEQUI: CARACTERÍSTICAS BIOMÉTRICAS E FÍSICO-QUÍMICAS,2021,Volume 1,[]
"Carolina B. Sierra López, M.D.",2107691351,Cultura tributaria: relevancia ante rentabilidad empresarial,2021,,[]
"Carolina B. Sierra López, M.D.",2107691351,Aplicación 3D con Kinect para el entrenamiento en terapias de hombro congelado,2021,,[]
"Carolina B. Sierra López, M.D.",2107691351,Interferencia lingüística en El zorro de arriba y el zorro de abajo de José María Arguedas,2021,Revista de educación,[]
"Carolina B. Sierra López, M.D.",2107691351,Doble estimulación en el mismo ciclo ovárico (DuoStim) para aumentar la recuperación ovocitaria en pacientes bajas respondedoras: revisión sistemática de la evidencia científica actual.,2021,,[]
"Carolina B. Sierra López, M.D.",2107691351,"Comer imágenes, digerir pensamientos: De la estética a la digestión de las imágenes en el campo de la educación",2020,,['Genes']
"Carolina B. Sierra López, M.D.",2107691351,Efecto de las medidas de protección de la lactancia materna sobre sus tasas al alta en una unidad de neonatología de tercer nivel,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Percepción de riesgo sobre VIH/sida en estudiantes becarios de primer año de Medicina,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,"""Propuesta de Mejora en el Diseño de Estrategias de Marketing Digital para la Joyería Mis 3 Joyas - Tacna 2020""",2020,,['Tin']
"Carolina B. Sierra López, M.D.",2107691351,Pioderma gangrenoso asociado a quemaduras: reporte de dos casos,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Programa de actividades de recreación física para adolescentes del municipio Encrucijada. Una necesidad insoslayable,2020,,['Adolescent']
"Carolina B. Sierra López, M.D.",2107691351,HACKAIR: Construcción y evaluación del primer prototipo de un monitor de calidad del aire para el proyecto de la Unión Europea HackAIR,2020,,['Europe']
"Carolina B. Sierra López, M.D.",2107691351,"Rehabilitación auditiva y comprensión de textos, un reto en los niños sordos con implante coclear",2020,,['Ear']
"Carolina B. Sierra López, M.D.",2107691351,Situación del Dietista-Nutricionista en el Sistema Nacional de Salud Español: Documento de posicionamiento del Grupo de Especialización en Nutrición Clínica y Dietética de la Academia Española de Nutrición y Dietética,2020,,['Diet']
"Carolina B. Sierra López, M.D.",2107691351,La producción audiovisual como herramienta formativa en los estudiantes de Comunicación Social.,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,El enfoque Ciencia Tecnología Sociedad desde el currículo propio: Género Salud y Sexualidad. Su intencionalidad formativa en la educación superior,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,El uso de objetos de aprendizaje multimodal y juegos interactivos en el aprendizaje de verbos modales en inglés,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Aplicación del modelo 4MAT y su influencia en el rendimiento académico de cinemática en estudiantes universitarios,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Sistemas de alta productividad para transporte de materiales en minería a cielo abierto en Chile y desarrollo sustentable,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Perspectiva empresarial de los impactos generados por Colombiamoda en las exportaciones de las PYMES en el sector textil de Medellín,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Perspectiva terapéutica de la luz para el tratamiento del coronavirus,2020,,['Coronavirus']
"Carolina B. Sierra López, M.D.",2107691351,Pareja y familia. Construcciones en contexto,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Interacción entre el tabaco y los neurolépticos,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Dr. Orlando Antonio López Torres. Excelso representante de la Medicina cubana,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Alucinaciones tras ingerir una infusión de una planta anticolinérgica con confirmación toxicológica,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Recomendaciones para reducir el riesgo de lesiones cutáneas secundarias al uso de elementos de protección personal (EPP) frente a la pandemia por SARS-CoV-2/ COVID-19 para el personal de la salud,2020,,['Undaria']
"Carolina B. Sierra López, M.D.",2107691351,Evaluación de una propuesta de aprendizaje basado en juegos de rol llevada a cabo en la asignatura de Cultura Científica de Bachillerato,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Formación de los tutores de las prácticas externas como herramienta eficaz en la mejora del aprendizaje del estudiante y su inserción laboral,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Diagnóstico ante una deformación sacular del ventrículo izquierdo en niños. No todo es lo que parece,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Los ambientes de aprendizaje en el CEIP María Zambrano,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,APLICACIÓN DE LA TIPOGRAFÍA Y SU IMPORTANCIA EN LA EFECTIVIDAD DEL MENSAJE,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Efecto de las diferentes áreas de conocimiento sobre la pobreza monetaria en los años 2008-2017 en Colombia,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,La impulsividad y sistemas BIS/BAS como factores de riesgo para el consumo de drogas en personas privadas de la libertad,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,Salmonella en pollos y la contaminación cruzada a través de superficies de corte en cocinas domésticas,2020,,['Salmonella']
"Carolina B. Sierra López, M.D.",2107691351,Sistema distribuido de captura y visualización de espectro para la banda ISM de 2.4 GHz,2020,,[]
"Carolina B. Sierra López, M.D.",2107691351,"CURSOS ABIERTOS, MASIVOS Y EN LÍNEA (MOOCS): UNA ALTERNATIVA DE DESARROLLO PROFESIONAL PARA EL COLEGIO DE CIENCIAS DEL LENGUAJE DE LA FACULTAD DE FILOSOFÍA Y LETRAS",2020,,['Leg']
"Carolina B. Sierra López, M.D.",2107691351,Microcefalia y virus del Zika: posible relación,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"""Bates Motel"": del terror al cine negro",2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Características farmacognósticas de las hojas de Capparis avicennifolia.,2019,REVISTA MÉDICA VALLEJIANA/ Vallejian Medical Journal,"['Arm', 'Capparis', 'Paris']"
"Carolina B. Sierra López, M.D.",2107691351,Programas de intervención con varones agresores de su pareja : un análisis comparativo,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Evolución de heridas crónicas infectadas en un paciente con elefantiasis,2019,Metas de Enfermería,[]
"Carolina B. Sierra López, M.D.",2107691351,Cultura organizacional en la PyME,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"Cirugía endoscópica para cierre de fístula de líquido cefalorraquídeo en la base de cráneo: Experiencia de dos hospitales en Bogotá, 2012-2018",2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Proyecto fin de master: Desarrollo sistema de predicción de casos de cáncer de colón,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Búsqueda de agonistas LGR4 como antirresortivos en el tratamiento de la osteoporosis.,2019,Dianas,[]
"Carolina B. Sierra López, M.D.",2107691351,Sistemas de medición de heridas,2019,Revista de Enfermería Vascular,[]
"Carolina B. Sierra López, M.D.",2107691351,"Convivencia y cultura de paz en la comunidad educativa del Centro Escolar “Dr. Darío González” del municipio de San Vicente, departamento de San Vicente",2019,,"['Cola', 'Art']"
"Carolina B. Sierra López, M.D.",2107691351,Detención ilegal y libertad personal en sujetos de especial protección constitucional en Colombia,2019,,['Leg']
"Carolina B. Sierra López, M.D.",2107691351,Identificación de oportunidades mediante el análisis de entrada de agua en YNF altamente complejos,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Intervención paisajística en el cerro del Castillo de Chiva (Valencia),2019,,['HIV']
"Carolina B. Sierra López, M.D.",2107691351,Revisión de las especies latinoamericanas de orquídeas del género Dracula mediante la técnica molecular barcode,2019,,['Tin']
"Carolina B. Sierra López, M.D.",2107691351,DESARROLLO DEL TURISMO DEPORTIVO DE NATURALEZA EN LAS ZONAS COSTERAS DE LA PROVINCIA ARTEMISA,2019,,['Art']
"Carolina B. Sierra López, M.D.",2107691351,El empoderamiento de las mujeres mediante el asociacionismo en el contexto rural,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Por una sexualidad responsable,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Incremento de síndrome de burnout en estudiantes de Medicina tras su primer mes de rotación clínica,2019,Educación Médica,[]
"Carolina B. Sierra López, M.D.",2107691351,"Estimación del inventario de emisiones de fuentes fijas comerciales de las localidades Suba, Teusaquillo, Engativá, Fontibón, Barrios Unidos y Chapinero, de la ciudad de Bogotá D.C. para el año 2018",2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"Pacientes con retardo de consolidación, infiltrados con lisado plaquetario autólogo",2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,DISEÑO GRÁFICO E ILUSTRACIONES: Ilustrando desastres,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"Patrimonio histórico, artístico y cultural. Provincia de San Juan de Dios. Castilla",2019,,['Art']
"Carolina B. Sierra López, M.D.",2107691351,Evaluación de tres compuestos fenólicos como blancos potenciales en el control de la antracnosis,2019,Acta Universitaria,[]
"Carolina B. Sierra López, M.D.",2107691351,"La literatura de detectives bengalí en la India británica: policías, colaboradores y un detective privado",2019,,['Cola']
"Carolina B. Sierra López, M.D.",2107691351,Diseño de banco de pruebas para material aglomerado,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"Propuesta de mantenimiento, aplicado en el área de taller mecánico vehicular de transportes LOCK",2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Exponentes de escala de las funciones de estructura longitudinales y transversales en turbulencia homogénea e isotrópica generada en un túnel de viento,2019,Revista UIS Ingenierías,[]
"Carolina B. Sierra López, M.D.",2107691351,"Factores de riesgo y de protección que influyen en el estrés de los policías del Quindío, Colombia.",2019,Revista Logos Ciencia & Tecnología,[]
"Carolina B. Sierra López, M.D.",2107691351,Reseña del Encuentro de Análisis Global 2019,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Aprovechamiento del fruto de la melina (Gmelina arborea Roxb) como colorante natural y antimicrobiano,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"Los juegos educativos para mejorar el aprendizaje del vocabulario en inglés en los estudiantes del 4to grado de la I.E. integrada 30529 Leoncio Cangahuala Maraví, anexo de Llacuaripampa, Sincos, Jauja",2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Un recorrido por la Danza,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"Estilos de vida, conocimientos en nutrición y estado nutricional delas/los integrantes de la compañía de danza WSK.Enero – Abril 2019",2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,El debido proceso en los procedimientos sancionadores disciplinarios a los trabajadores del Banco de la Nación - agencia Huánuco periodo 2015 - 2017,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,Las AFPs : Nuevos tratos a sus afiliados en la obtención de una mejor pensión al año 2018,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"LOS MILLENNIALS DE TULANCINGO, HIDALGO Y EL COMERCIO ELECTRÓNICO",2019,FACE Revista de la Facultad de Ciencias Económicas y Empresariales,[]
"Carolina B. Sierra López, M.D.",2107691351,"Percepción del funcionamiento familiar en hogares de los estudiantes del nivel secundaria Institución Educativa Domingo Mandamiento Sipán, Hualmay 2017",2019,,['Undaria']
"Carolina B. Sierra López, M.D.",2107691351,El uso de modelos de redes y modelos de transporte para la optimización y reducción de tiempos y costos de transporte en la Comercializadora Gonac S. A de C. V.,2019,,[]
"Carolina B. Sierra López, M.D.",2107691351,"Identificación de Streptomyces productores de geosmina mediante métodos moleculares (FISH, qPCR).",2019,,['Streptomyces']
"Eric P. Skye, M.D.",3929146,Facilitated transitions: coaching to improve the medical school to residency continuum,2020,Medical Education Online,"['Chin', 'Tin']"
"Eric P. Skye, M.D.",3929146,Scaling Up a Global Health and Disparities Path of Excellence Pilot Program at the University of Michigan Medical School.,2019,Academic medicine : journal of the Association of American Medical Colleges,[]
"Eric P. Skye, M.D.",3929146,Establishing the First Geriatric Medicine Fellowship Program in Ghana,2019,Journal of The American Geriatrics Society,['Hip']
"Eric P. Skye, M.D.",3929146,Academic coaching: Insights from the medical student’s perspective,2019,Medical Teacher,['Chin']
"Ghazwan Toma, M.D., M.P.H.",47728925,Family medicine residency training in Ghana after 20 years: resident attitudes about their education,2020,Family Medicine and Community Health Journal,"['Ear', 'Attitude', 'Family', 'Rain', 'Education']"
"Ghazwan Toma, M.D., M.P.H.",47728925,Establishing the First Geriatric Medicine Fellowship Program in Ghana,2019,Journal of The American Geriatrics Society,['Hip']
"Katherine A.  Turner, M.D.",46807403,The Impact of Donor Preparation for Tissue Procurement on Postmortem Vitreous Isopropanol Concentration,2023,American Journal of Forensic Medicine and Pathology,[]
"Katherine A.  Turner, M.D.",46807403,An international multi-center serum protein electrophoresis accuracy and M-protein isotyping study. Part II: limit of detection and follow-up of patients with small M-proteins,2020,Clinical Chemistry and Laboratory Medicine,"['Proteins', 'Art']"
"Katherine A.  Turner, M.D.",46807403,An international multi-center serum protein electrophoresis accuracy and M-protein isotyping study. Part I: factors impacting limit of quantitation of serum protein electrophoresis,2020,Clinical Chemistry and Laboratory Medicine,"['Tin', 'Art']"
"Katherine A.  Turner, M.D.",46807403,Decreasing Troponin Redraws by Validating Tiered Hemolysis Thresholds,2019,American Journal of Clinical Pathology,"['Tin', 'Troponin']"
"Katherine A.  Turner, M.D.",46807403,Evaluating Tiered Hemolysis Thresholds to Facilitate Rapid Reporting of High-Sensitivity Cardiac Troponin.,2019,The Journal of Applied Laboratory Medicine,"['Tin', 'Troponin']"
"Katherine A.  Turner, M.D.",46807403,Assessment of complement interference in anti-Müllerian hormone immunoassays,2019,Clinical Chemistry and Laboratory Medicine,[]
"Katherine A.  Turner, M.D.",46807403,Correlation Between Kappa Prozone Effect and IgA Kappa M Proteins in Serum Free Light-Chain Assay.,2019,Clinical Chemistry,"['Ozone', 'Proteins', 'Light']"
"Golfo K. Tzilos Wernette, Ph.D.",114322397,Correlates of Unmet Need for Modern Contraception Among Reproductive-Aged Women Involved in New York City Criminal Legal Systems,2024,Women's Health Reports,"['Leg', 'Contraception', 'Aged', 'New York City']"
"Golfo K. Tzilos Wernette, Ph.D.",114322397,Adapting to the Pandemic: Protocol of a Web-Based Perinatal Health Study to Improve Maternal and Infant Outcomes,2021,JMIR Research Protocols,"['Tin', 'Infant']"
"Golfo K. Tzilos Wernette, Ph.D.",114322397,Implementation of a youth violence prevention programme in primary care,2021,Injury Prevention,[]
"Golfo K. Tzilos Wernette, Ph.D.",114322397,Love My Body: Pilot Study to Understand Reproductive Health Vulnerabilities in Adolescent Girls,2020,Journal of Medical Internet Research,"['Love', 'Adolescent', 'Reproductive Health']"
"Golfo K. Tzilos Wernette, Ph.D.",114322397,An Open Trial to Test Participant Satisfaction With and Feasibility of a Computerized Intervention for Women Veterans With Sexual Trauma Histories Seeking Primary Care Treatment,2020,Violence against Women,['Art']
"Stephen M. Wampler, M.D.",21809293,Study finds any single hair from the human body can be used for identification,2022,,"['Hair', 'Human Body']"
"Sara L. Warber, M.D.",51961243,A Nature-Based Intervention for Promoting Physical Activity in Older Adults: A Qualitative Study Using the COM-B Model,2024,International Journal of Environmental Research and Public Health,"['Tin', 'Nature', 'Adult']"
"Sara L. Warber, M.D.",51961243,Nature Connection: Providing a Pathway from Personal to Planetary Health,2023,Challenges,['Nature']
"Sara L. Warber, M.D.",51961243,Social Isolation in Older Adults: A Qualitative Study on the Social Dimensions of Group Outdoor Health Walks,2022,International Journal of Environmental Research and Public Health,['Adult']
