Name,Title,Year,Journal,Type,Keywords,Abstract,DOI,Article Affiliation,ORCID,Scopus ID,Google Scholar ID
Timothy C. Gueetterman,Two Methodological Approaches to the Integration of Mixed Methods and Case Study Designs: A Systematic Review,,,,"case study, designs systematic, methodological approaches, mixed methods, systematic review",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Understanding why child welfare clinic attendance and growth of children in the nutrition surveillance programme is below target: Lessons learnt from a mixed methods study in Ghana,,,,"growth children, nutrition surveillance, children nutrition, child welfare, study ghana",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,What Matters Most? A Mixed Methods Study of Critical Aspects of a Home-Based Palliative Program,,,,"home based, palliative, mixed methods, palliative program, based palliative",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,MyVoice National Text Message Survey of Youth Aged 14 to 24 Years: Study Protocol,,,,"youth aged, myvoice national, survey youth, message survey, text message",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Mixed Methods Specialists in Action,,,,"methods, methods specialists, mixed, specialists action, mixed methods",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Designing a Rigorous Mixed Methods Research Study,,,,"methods, rigorous mixed, methods research, mixed methods, research study",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Using a computer simulation for teaching communication skills: A blinded multisite mixed methods randomized controlled trial,,,,"communication skills, teaching communication, communication, teaching, simulation teaching",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,What distinguishes a novice from an expert mixed methods researcher?,,,,"novice expert, distinguishes novice, expert mixed, methods researcher, mixed methods",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,A conceptual model for the development process of confirmatory adaptive clinical trials within an emergency research network,,,,"confirmatory adaptive, emergency research, trials emergency, adaptive clinical, clinical trials",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,How Do Resuscitation Teams at Top-Performing Hospitals for In-Hospital Cardiac Arrest Differ? A Qualitative Study,,,,"cardiac arrest, performing hospitals, hospital cardiac, resuscitation, resuscitation teams",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,“An absolutely necessary piece”: A qualitative study of legal perspectives on medical affidavits in the asylum process,,,,"asylum process, affidavits, medical affidavits, affidavits asylum, asylum",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Writing Reviews of Books and Other Media for the Journal of Mixed Methods Research,,,,"reviews books, books media, journal mixed, writing reviews, mixed methods",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Attitudes and opinions regarding confirmatory adaptive clinical trials: a mixed methods analysis from the Adaptive Designs Accelerating Promising Trials into Treatments (ADAPT-IT) project,,,,"adaptive designs, confirmatory adaptive, adaptive clinical, trials mixed, clinical trials",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,The Effect of Informational Characteristics and Faculty Knowledge and Beliefs on the Use of Assessment,,,,"characteristics faculty, assessment, faculty knowledge, use assessment, informational characteristics",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,The diverse vocational experiences of five individuals returning to work after severe brain injury: A qualitative inquiry,,,,"vocational, diverse vocational, vocational experiences, injury qualitative, brain injury",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Split-Session Focus Group Interviews in the Naturalistic Setting of Family Medicine Offices,,,,"setting family, family medicine, group interviews, focus group, interviews naturalistic",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Integrating Quantitative and Qualitative Results in Health Science Mixed Methods Research Through Joint Displays,,,,"research joint, quantitative qualitative, methods research, qualitative, mixed methods",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Reflections on the adaptive designs accelerating promising trials into treatments (ADAPT-IT) process—Findings from a qualitative study,,,,"adaptive designs, treatments adapt, trials, promising trials, trials treatments",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Reflections on the adaptive designs accelerating promising trials into treatments (ADAPT-IT) process-Findings from a qualitative study,,,,"adaptive designs, treatments adapt, trials, promising trials, trials treatments",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,The Role of Leadership and Culture in Creating Meaningful Assessment: A Mixed Methods Case Study,,,,"assessment, leadership culture, meaningful assessment, assessment mixed, leadership",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,A Mixed Methods Study of Teachers’ Perceptions of Communicative Language Teaching in Iranian High Schools,,,,"teaching iranian, language teaching, teachers perceptions, perceptions communicative, communicative language",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Descriptions of sampling practices within five approaches to qualitative research in education and the health sciences,,,,"qualitative research, approaches qualitative, sampling practices, qualitative, descriptions sampling",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Using joint displays and MAXQDA software to represent the results of mixed methods research,,,,"maxqda software, displays maxqda, maxqda, mixed methods, joint displays",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,An integrated model of influence: Use of assessment data in higher education,,,,"assessment, use assessment, influence use, influence, assessment data",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Evaluability assessment: Clarifying organizational support and data availability,,,,"evaluability, organizational, clarifying organizational, evaluability assessment, organizational support",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Mixed Methods Specialists in Action: Linking Mixed Methods Research to Learning and Classroom Assessment,,,,"assessment, methods specialists, classroom assessment, methods research, mixed methods",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Progressive Education in Georgia: Tradition or Reality?,,,,"progressive education, georgia, education georgia, progressive, georgia tradition",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,Progressive Educational Actions in a Post-Soviet Republic: Meaningful Collaborations and Empowerment.,,,,"educational actions, collaborations empowerment, soviet republic, post soviet, progressive educational",,,,0000-0002-0093-858X,,
Timothy C. Gueetterman,"Mixed Methods Specialists in Action: Linking Mixed Methods Research to Learning and Classroom Assessment: Delwyn L. Harnisch, John W. Creswell, and Timothy Guetterman",,,,"assessment, methods specialists, classroom assessment, methods research, mixed methods",,,,0000-0002-0093-858X,,
Tyler G James,"The International Classification of Functioning, Disability and Health (ICF) core sets for deafblindness, part II of the systematic review: linking data to the ICF categories",2024.0,European Journal of Physical and Rehabilitation Medicine,Review,Deaf-blind disorders; Disability and Health; Hearing disorders; Human activities; International Classification of Functioning; Rehabilitation; Vision disorders,"2024 THE AUTHORS.INTRODUCTION: Deafblindness, a health condition with varying combinations of hearing and vision impairment, affects functioning and social participation. In 2001, the World Health Organization (WHO) introduced the International Classification of Functioning, Disability, and Health (ICF) to examine human health and functioning. To use the ICF in clinical practice, smaller categories of ICF codes, referred to as Core Sets, were developed for specific health conditions. However, no ICF Core Set exists for deafblindness. As part of an ICF Core Set development, this paper examines the existing literature from an ICF perspective and links relevant data to the ICF categories. EVIDENCE ACQUISITION: The systematic review followed the Preferred Reporting Items for Systematic Review and Meta-Analyses (PRISMA). Articles were selected from eight scientific databases, three journals, and Google Scholar. The research team linked outcome measures and qualitative studies to ICF codes using ICF linking rules. For each measure/qualitative study’s final code list, they included each code only once after eliminating any duplicates. Subsequently, a frequency analysis was conducted, and ICF categories identified in at least five studies were included in the candidate categories list. EVIDENCE SYNTHESIS: 147 articles met the eligibility criteria. Most studies were from Europe (N.=70) and North America (N.=41). 316 categories were identified in at least five studies that belong to one of four ICF components. This includes 112 categories in the body function component, 3 categories in body structure, 163 in activities and participation, and 38 in environmental factors. Additionally, 21 personal factors relating to demographics were identified. The most frequent category was listening (category d115) at 82.31%, followed by range of emotions (category b1522) at 78.91%, hearing function (category b230) at 68.03%, and assistive products and technology for communication (category e1251) at 63.27%. CONCLUSIONS: As the second part of the first four studies in developing ICF Core Sets for deafblindness, this review described the ICF categories relevant to the functioning of individuals with deafblindness. These categories inform the development of the Core Sets on deafblindness from the researcher’s perspective. The final Core Sets will guide clinical practice, programs, and policies for individuals with deafblindness.",10.23736/S1973-9087.24.07984-X,University of Montreal,0000-0002-0694-4702,57201255863.0,
Tyler G James,Cesarean birth and adverse birth outcomes among sub-populations of deaf and hard-of-hearing people,2024.0,Disability and Health Journal,Article,Communication; Deaf and hard-of-hearing; Obstetrics; Pregnancy,"2024 Elsevier Inc.Background: Deaf and hard-of-hearing (DHH) people are at higher risk than their non-DHH counterparts of experiencing adverse birth outcomes. There is a lack of research focusing on social, linguistic, and medical factors related to being DHH which may identify groups of DHH people who experience more inequity. Objective: Examine difference in prevalence of cesarean and adverse birth outcomes among diverse sub-groups of DHH people. Methods: We conducted a cross-sectional survey of DHH birthing people in the U.S. who gave birth within the past 10 years. The sample was predominantly white, college educated, and married. We assessed cesarean birth and three adverse birth outcomes: preterm birth, low birthweight, and NICU admission post-delivery. DHH-specific variables were genetic etiology of hearing loss, preferred language (i.e., American Sign Language, English, or bilingual), severity of hearing loss, age of onset of hearing loss, and self-reported quality of perinatal care communication. We estimated prevalence, 95 % confidence intervals, and unadjusted prevalence ratios. Results: Thirty-one percent of our sample reported a cesarean birth. Overall, there were no significant differences in prevalence across the outcome variables with respect to preferred language, genetic etiology, severity, and age of onset. Poorer perinatal care communication quality was associated with higher prevalence of preterm birth (PR = 2.37) and NICU admission (PR = 1.91). Conclusions: Our study found no evidence supporting differences in obstetric outcomes among DHH birthing people across medical factors related to deafness. Findings support the important role of communication access for DHH people in healthcare environments.",10.1016/j.dhjo.2024.101639,University of Michigan Medical School,0000-0002-0694-4702,57201255863.0,
Tyler G James,Evaluation of a Student-Led Community-Based Veterinary Clinic for Disabled Low-Income Clients: A Case Study of the University of Florida PAWS Program,2024.0,Journal of Veterinary Medical Education,Article,community health; low-income populations; people with disabilities; program evaluation; veterinary medical education,"American Association of Veterinary Medical Colleges (AAVMC), 2024.People with disabilities experiencing low socioeconomic position are priority populations when considering access to veterinary care. In this population, intersectional inequities lead to adverse health outcomes for both those individuals and the companion animals they care for. Community-based veterinary clinics provide an opportunity to target these inequities from a culturally sensitive lens, intending to improve human and animal outcomes. We conducted a process evaluation of a student-led community-based clinic for this population to better understand client satisfaction, assess learning outcomes among veterinary students, and improve program delivery and services. During academic year 2020–2021, the monthly clinics had 162 appointments in total with a median 15 Doctor of Veterinary Medicine (DVM) candidates volunteering at each clinic. Clients and volunteers responded to survey questionnaires designed to elicit information about their experiences with the clinic, including open-ended questions for further elucidation of measurable indicators of client-, patient-, and student-level impact. Clients attributed enrollment in the clinic with improved quality-of-life and reduction of financial burden; the program saved clients approximately $2,050 per pet during the evaluation year. Furthermore, the clinic widely facilitated completion of the college’s core Primary Care and Dentistry learning outcomes. Beyond curriculum-standard learning objectives, students also reported positive attitude changes and increased readiness to provide care to people with disabilities and people experiencing low socioeconomic position. The results of this evaluation have significant implications for both veterinary and public health pedagogy. Especially, they highlight the significance of community health practice in veterinary trainee education.",10.3138/jvme-2023-0032,VCA Animal Hospitals,0000-0002-0694-4702,57201255863.0,
Tyler G James,Qualitative Thematic Analysis in a Mixed Methods Study: Guidelines and Considerations for Integration,2024.0,Journal of Mixed Methods Research,Article,integration; qualitative analysis; thematic analysis,"The Author(s) 2024.Qualitative thematic analysis is a commonly used and widely applicable form of qualitative analysis, though it can be challenging to implement. Due to its use across research questions, qualitative traditions, and fields, thematic analysis is also prevalent in mixed methods studies. Despite its widespread use, the term “thematic analysis” is often confused and not always well described in empirical studies. In addition, there is limited guidance on how to use thematic analysis within the context of mixed methods research to ensure rigorous study design and mixed methods integration. Therefore, the purpose of this paper is to describe the definitions, use, and variations of thematic analysis and explore how integration and mixed methods validity may be impacted in mixed methods studies.",10.1177/15586898241257546,University of Michigan Medical School,0000-0002-0694-4702,57201255863.0,
Tyler G James,A Behavioral Economic Examination of Sexual Behaviors in the Era of Pre-exposure Prophylaxis via Explanatory Sequential Mixed Methods,2024.0,Archives of Sexual Behavior,Article,Condom use; Men who have sex with men; PrEP; Risk compensation; Sexual Delay Discounting Task; Sexual orientation,"The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.Pre-exposure prophylaxis (PrEP) use may be associated with condom use decisions. The current investigation examined sexual decision-making in the context of PrEP among young adult men who have sex with men (MSM) between 18 and 30 years old, using an explanatory sequential mixed methods design. For the quantitative aim, 99 MSM currently taking PrEP (i.e., PrEP-experienced) and 140 MSM not currently taking PrEP (i.e., PrEP-naive) completed an online survey, including the Sexual Delay Discounting Task (SDDT), which captures likelihood of condom use. For the qualitative aim, 15 people from each group were interviewed about their (1) conceptualizations of risky sex and (2) ways they manage their sexual risk. Participants were, on average, 25.69 years old (SD = 3.07) and 64% White. Results from the quantitative aim revealed, controlling for covariates, PrEP-experienced participants exhibited significantly lower likelihood of (1) using an immediately available condom and (2) waiting for a delayed condom (i.e., sexual delay discounting) compared to PrEP-naive participants. Qualitative themes explaining what young adult MSM consider to be risky sex included: (1) any sex as risky sex, (2) risky sex as “sex without a conversation,” and (3) risky sex as sex with risk for physical harm. Themes on ways young adult MSM manage sexual risk were classified as proactive, reactive, and passive. Results suggest that PrEP use is related to condom use decisions. Taken together, quantitative differences in sexual delay discounting, but qualitatively similar conceptualizations and management of risky sex, suggest that the SDDT may be a useful tool in sex research to capture processes (i.e., delay discounting) underlying sexual decision-making that may be missed by traditional self-reports. Implications of results, including potentially providing (good quality) condoms with every PrEP prescription, and future research topics are discussed.",10.1007/s10508-024-02822-8,Center for Alcohol and Addiction Studies,0000-0002-0694-4702,57201255863.0,
Tyler G James,Human immunodeficiency virus diagnosis and care among adults with intellectual and developmental disabilities who are publicly insured,2024.0,Journal of Intellectual Disability Research,Article,developmental disabilities; healthcare disparities; HIV; intellectual disability; medical assistance (Medicare/Medicaid),"2023 The Authors. Journal of Intellectual Disability Research published by MENCAP and International Association of the Scientific Study of Intellectual and Developmental Disabilities and John Wiley & Sons Ltd.Background: This study aimed to assess the prevalence of human immunodeficiency virus (HIV) testing, HIV diagnosis and receipt of HIV care among adults with intellectual and developmental disabilities (IDDs) who are publicly insured in the USA. Design: This study is a cross-sectional analysis of Medicare–Medicaid linked data of adults with IDD who were publicly insured in 2012 (n = 878 186). Methods: We estimated adjusted prevalence ratios of HIV testing, diagnosis and receipt of antiretroviral therapy (ART). We also identified the relationship between predisposing (age, gender, race and ethnicity), enabling (Medicare, Medicaid or both; rural status; geographical location; and county income) and need-related characteristics (IDD diagnosis and other co-occurring conditions) associated with these outcomes. Results: Only 0.12% of adults with IDD who had no known HIV diagnosis had received an HIV test in the past year. The prevalence of HIV diagnosis among adults with IDD was 0.38%, although differences by type of IDD diagnosis were observed. Prevalence of HIV diagnosis differed by type of IDD. Among adults with IDD who were living with HIV, approximately 71% had received ART during 2012. The adjusted analyses indicate significant racial disparities, with Black adults with IDD making up the majority (59.11%) of the HIV-positive IDD adult population. Conclusions: Adults with IDD are a unique priority population at risk for HIV-related disparities, and the level of risk is differential among subtypes of IDD. People with IDD, like other people with disabilities, should be considered in prevention programming and treatment guidelines to address disparities across the HIV care continuum.",10.1111/jir.13099,University of Michigan Medical School,0000-0002-0694-4702,57201255863.0,
Tyler G James,Antenatal depression and drug use among deaf and hard-of-hearing birthing parents: results from a U.S. National Survey,2024.0,Archives of Women's Mental Health,Article,Deaf; Depression; Hard-of-hearing; Mental health; Perinatal; Pregnancy,"The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature 2024.Purpose: This study aimed to investigate antenatal depression and drug use among deaf and hard-of-hearing (DHH) birthing parents who use American Sign Language (ASL), spoken English, or bilingually both ASL and English. Methods: DHH participants in the United States responded to the Survey on Pregnancy Experiences of Deaf and Hard-of-Hearing Women. Respondents self-reported their antenatal depression diagnoses and drug use (i.e., pain relievers, cannabis, or illicit drugs) during their last pregnancy. Poisson regression models were used to estimate prevalence ratios, adjusting for age, race/ethnicity, education, marital status, and parity. Results: The average age of respondents (n = 587) was 35 years. Respondents were predominantly non-Hispanic white (80%), college educated (60%), and married (74%). Relative to DHH English-speakers, DHH ASL-users had lower prevalence of reporting antenatal depression diagnosis (aPR = 0.40, 95% CI: 0.23 to 0.72). DHH people who reported antenatal depression diagnosis had higher prevalence of reporting antenatal drug use (PR = 2.34, 95% CI: 1.65 to 3.33). There were no significant associations between preferred language and antenatal drug use. Conclusions: DHH ASL-users are less likely to report receiving an antenatal depression diagnosis compared to DHH English-speakers. Given well-documented patient-provider communication barriers among DHH ASL-users, it is unclear if the lower prevalence observed in this study is the result of inadequate or inaccessible screening during pregnancy. Future work should consider universal use of linguistically appropriate screening tools for DHH birthing parents in both clinical and research settings.",10.1007/s00737-024-01512-7,University of Michigan School of Public Health,0000-0002-0694-4702,57201255863.0,
Tyler G James,"Inclusion of People With Disabilities in Community Health Needs Assessments in Florida, United States",2024.0,Health Promotion Practice,Article,community health needs assessment; community health planning; Patient Protection and Affordable Care Act; people with disabilities,"2024 Society for Public Health Education.Community health needs assessments (CHNAs) play a crucial role in identifying health needs of communities. Yet, unique health needs of people with disabilities (PWDs) are often underrecognized in public health practice. In 2010, the Patient Protection and Affordable Care Act (ACA) required the implementation of standardized data collection guidelines, including disability status, among federal agencies. The extent to which guidance from ACA and the U.S. Centers for Disease Control and Prevention has impacted disability inclusion in CHNAs is unknown. This study used a content analysis approach to review CHNAs conducted by local health councils and the top 11 nonprofit hospitals in Florida (n = 77). We coded CHNAs based on mentioning disability in CHNA reports, involving disability-related stakeholders, and incorporating data on disability indicators. Findings indicate that PWDs are widely not included in CHNAs in Florida, emphasizing the need for equitable representation and comprehensive understanding of PWDs in community health planning.",10.1177/15248399231225642,"University of Michigan, Ann Arbor",0000-0002-0694-4702,57201255863.0,
Tyler G James,Self-Reported Accommodation Needs for Patients with Disabilities in Primary Care,2024.0,Joint Commission Journal on Quality and Patient Safety,Article,"disabilities patients, disability accommodations, disabilities primary, disabilities, accommodation needs, assessing disability, patients disabilities, disabilities experience, reported accommodation, presence disability","2023Background: People with disabilities experience barriers to engaging with health care due to inaccessible social and physical environments at primary care clinics. Despite legal mandates, identification and provision of necessary accommodations for this population at primary care clinics are poor. The objective of this cross-sectional study was to assess patient-reported disability status and accommodation needs among patients at a primary care clinic. Methods: An electronic health record–based Disability and Accommodations Questionnaire assessing disability status, types, and accommodation needs was developed by subject matter experts at Michigan Medicine and the University of Michigan Council for Disability Concerns. The questionnaire underwent multiple rounds of reviews and revisions before its use in clinical settings. A paper-based questionnaire was administered to all patients presenting for a wellness-based visit at an academic health system primary care clinic in southeast Michigan. Data were collected between March 2022 and August 2022. Results: Approximately 13% of the 541 patients self-reported a disability, with 54.2% indicating at least one needed accommodation. The most commonly reported disabilities were mental health and hearing-related disabilities, by 4.8% and 4.6% of patients, respectively. The most frequently requested accommodations were communication- or language-based (for example, presence of an American Sign Language interpreter, assistive listening devices), cognitive-based (for example, inclusion of a support person with care decisions), and mobility-based (for example, assistance with transfers). Conclusion: The Disability and Accommodations Questionnaire helped identify the presence of a disability, its types, and any requested accommodations requested at a primary care health center.",10.1016/j.jcjq.2023.10.012,,0000-0002-0694-4702,57201255863.0,
Tyler G James,Emergency department patient-centred care perspectives from deaf and hard-of-hearing patients,2023.0,Health Expectations,Article,deaf and hard of hearing; emergency medicine; healthcare seeking; patient-centred care; patient–provider communication,"2023 The Authors. Health Expectations published by John Wiley & Sons Ltd.Background: Deaf and hard-of-hearing (DHH) patients are a priority population for emergency medicine health services research. DHH patients are at higher risk than non-DHH patients of using the emergency department (ED), have longer lengths of stay in the ED and report poor patient–provider communication. This qualitative study aimed to describe ED care-seeking and patient-centred care perspectives among DHH patients. Methods: This qualitative study is the second phase of a mixed-methods study. The goal of this study was to further explain quantitative findings related to ED outcomes among DHH and non-DHH patients. We conducted semistructured interviews with 4 DHH American Sign Language (ASL)-users and 6 DHH English speakers from North Central Florida. Interviews were transcribed and analysed using a descriptive qualitative approach. Results: Two themes were developed: (1) DHH patients engage in a complex decision-making process to determine ED utilization and (2) patient-centred ED care differs between DHH ASL-users and DHH English speakers. The first theme describes the social-behavioural processes through which DHH patients assess their need to use the ED. The second theme focuses on the social environment within the ED: patients feeling stereotyped, involvement in the care process, pain communication, receipt of accommodations and discharge processes. Conclusions: This study underscores the importance of better understanding, and intervening in, DHH patient ED care-seeking and care delivery to improve patient outcomes. Like other studies, this study also finds that DHH patients are not a monolithic group and language status is an equity-relevant indicator. We also discuss recommendations for emergency medicine. Patient or Public Contribution: This study convened a community advisory group made up of four DHH people to assist in developing research questions, data collection tools and validation of the analysis and interpretation of data. Community advisory group members who were interested in co-authorship are listed in the byline, with others in the acknowledgements. In addition, several academic-based co-authors are also deaf or hard of hearing.",10.1111/hex.13842,University of Michigan Medical School,0000-0002-5561-9885,57201255863.0,
Tyler G James,Parents' and professionals' perspectives on school-based maltreatment prevention education for children with intellectual and developmental disabilities,2023.0,Child Abuse and Neglect,Article,Child maltreatment; Focus group; Intellectual developmental disabilities; Parents and professionals; Prevention,"2023 Elsevier LtdBackground: Youth with intellectual and developmental disabilities (IDD) are at a significantly increased risk of experiencing maltreatment and abuse. Child maltreatment prevention education programs are effective at improving safety of children and youth, generally. Objective: The goal of this study was to understand challenges, benefits, and important considerations of developing an IDD-tailored prevention program. Participants and setting: In total, we recruited 21 professionals and parents who have experience with a child with IDD from New York, Indiana, and Florida. Methods: Participants were segmented into three focus groups, which were conducted through web-based videoconferencing. Focus groups were moderated by experts in child maltreatment prevention and recorded for data collection. Recordings were transcribed and subsequently coded using a qualitative content analysis approach. Results: The analysis identified several challenges to implementing child maltreatment prevention to students with IDD and pedagogical strategies to overcome those, such as the use of visuals, standardized vocabulary, and relatable examples. Benefits of a prevention program were also mentioned, including feelings of empowerment that can be cultivated by providing opportunities where children with IDD practice being assertive. Considerations for program developers and staff were discussed to ensure that prevention programs are easily adaptable to suit the needs of students with IDD across the continuum. Conclusions: Previous research has indicated an unmet need for child maltreatment programs among children with IDD. Implementation of an IDD-tailored program must be preceded by gaining invaluable insight from professionals and parents. Findings provide insight into implementation challenges and methods to inform prevention programs.",10.1016/j.chiabu.2023.106428,Center for Violence Prevention Research,0000-0002-0694-4702,57201255863.0,
Tyler G James,A software feature for mixed methods analysis: The MAXQDA Interactive Quote Matrix,2023.0,Methods in Psychology,Article,Integration; Mixed methods analysis; Mixed methods research; Qualitative data analysis; Software,"2023 The AuthorsMixed methods research relies on the integration of quantitative and qualitative data to develop meta-inferences. Despite an increase in techniques to facilitate integration at the methods and reporting levels, there is less practical guidance on how to conduct mixed methods integrative data analysis. Qualitative data analysis software is rapidly advancing to facilitate integrative analysis in mixed methods research studies. However, examples on how these features support analysis are relatively limited. The purpose of this article is to promote the use of qualitative data analysis software for integrative analysis in mixed methods research by describing the value of the major features available in software (i.e., code queries, crosstabulations, and quote matrices). In addition to a brief overview of these features, this article demonstrates the use of MAXQDA's Interactive Quote Matrix with a real-life example of a completed mixed methods study and delineates the step-by-step process on how to use this feature to develop meta-inferences.",10.1016/j.metip.2023.100116,"University of Michigan, Ann Arbor",0000-0002-0093-858X,57201255863.0,
Tyler G James,"The International Classification of Functioning, disability and health core set for deafblindness part i: a systematic review of outcome measures",2023.0,European Journal of Physical and Rehabilitation Medicine,Review,Disability; Health; Deaf-blind disorders; Hearing disorders; Vision disorders; Disability evaluation; Rehabilitation; International Classification of Functioning,"2023 Edizioni Minerva Medica. All rights reserved.INTRODUCTION: The International Classification of Functioning, Disability, and Health (ICF), developed by the World Health Organization, is a classification framework that focuses on the health and functioning of people with disabilities. As part of an ICF Core Set development, four studies need to be conducted, one of which is a systematic review. This study presents part 1 of the systematic review that aims to describe the outcome measures identified in the literature related to functioning in individuals with deafblindness. EVIDENCE ACQUISITION: The research team screened articles from eight scientific databases, three journals, and Google Scholar (March 2011 to September 2022). Articles were included if they studied individuals with deafblindness aged 18 and older. Studies that examined genetics or laboratory experiments involving animals were excluded. Data were extracted into a logbook with key descriptors such as study location and design, age of study population, and instruments/outcome measures used, which were further categorized into one of the following types: 1) standardized; 2) patient-reported measures, standardized (PT-S); 3) patient-reported measures, not standardized (PT-not S); 4) health professional, reported measures, standardized (HP-S); 5) Technical measures; 6) other measures (parent-reported standardized and laboratory measures). EVIDENCE SYNTHESIS: The review included 147 studies, of which most were conducted in Europe (47.6%) and North America (27.9%). Of the 314 identified outcome measures, 57 were Standardized, 59 were Patient Reported-Standardized (PT-S), 178 were patient reported non-standardized (PT-Not S) variables, 11 were health professional reported, standardized, five were technical, and four were classified as other measures. CONCLUSIONS: Most instruments measured functioning in daily activities and the mental health of individuals with deafblindness. Three deafblind-specific instruments were identified in this study, highlighting the need for more deafblind-specific instruments to be developed and utilized in research.",10.23736/S1973-9087.23.07890-5,University of Montreal,0000-0002-0694-4702,57201255863.0,
Tyler G James,“There is No Communication”: A Qualitative Examination of Deaf Signers’ Experiences With Advance Care Planning,2023.0,Journal of Palliative Care,Article,advance care planning; advance directive; deafness; qualitative research; terminal care,"The Author(s) 2023.Objective(s): Deaf American Sign Language (ASL) users are subject to health care disparities resulting from communication and language barriers. Currently, few resources on advance care planning and end-of-life care exist in ASL. This study explores Deaf ASL users’ perceptions and experiences with end-of-life care and advance care planning. Methods: Semi-structured 1:1 interviews with Deaf signers were translated, and transcribed into English by a bilingual researcher. Investigators inductively coded transcripts and identified themes of barriers, facilitators, knowledge, and sources of information regarding end-of-life care. Participants’ knowledge of advance care planning and completion of advance care planning documents were evaluated using a brief assessment. Results: Eleven Deaf ASL users participated in the study with two deaf interviewers. Participants reported barriers to end-of-life care including poor provider communication, inaccessible sources, and inadequate provision of accommodations, leading to patient distrust. Participants’ understanding of advance care planning was facilitated by accessible forms of communication and their social networks, such as family, friends, and Deaf peers. Participants primarily gained information on end-of-life care from first-hand familial experience, peers, and media. Participants’ mean advance care planning knowledge was 4.6 out of 15 (SD = 2.6). Conclusions: Deaf ASL users face scarce accessible resources around end-of-life care, lowering their ability to understand and proceed with advance care planning. Implementation of ASL accessible advance care planning educational tools in health care settings is needed.",10.1177/08258597231179763,Johns Hopkins University,0000-0002-0694-4702,57201255863.0,
Tyler G James,Healthcare communication access among deaf and hard-of-hearing people during pregnancy,2023.0,Patient Education and Counseling,Article,Deaf and hard-of-hearing; Health communication; Obstetrics,"2023 Elsevier B.V.Objective: Deaf and hard-of-hearing (DHH) people report ineffective healthcare communication. Limited research has been conducted on healthcare communication during pregnancy. This study's aim was to assess communication accommodations and experiences during pregnancy for DHH people. Methods: An accessible web-based survey was administered to a non-probability sample of DHH people through national organizations, social media, and snowball sampling. Eligibility criteria included being 21 years or older; given birth in the U.S. within the past 10 years, report hearing loss prior to the most recent birth. Questions focused on healthcare experiences and information access during their last pregnancy. The sample included 583 respondents for the present analysis. We describe the communication accommodations requested and received during pregnancy, segmented by preferred language. Results: Most DHH participants reported communication with prenatal clinicians as “good” or “very good”. On-site interpreter services were most commonly requested by American Sign Language (ASL) only and bilingual DHH people. Interpersonal communication modification requests (e.g., speaking louder) were rarely obliged. Conclusion: This study is the first national examination of requested and received communication accommodations for DHH patients during the perinatal period. Practice implications: Healthcare providers should work closely with patients to ensure effective communication access is provided.",10.1016/j.pec.2023.107743,University of Michigan Medical School,0000-0002-5561-9885,57201255863.0,
Tyler G James,Inadequate Funding Impacts State DeafBlind Projects in the United States,2023.0,Journal of Visual Impairment and Blindness,Note,"inadequate funding, funding impacts, state deafblind, deafblind, deafblind projects",,10.1177/0145482X231188887,University of Michigan Medical School,0000-0002-0694-4702,57201255863.0,
Tyler G James,Technological Tools to Improve Communication in Patients with Hearing Loss,2022.0,JAMA,Editorial,"communication patients, improve communication, patients hearing, hearing loss, hearing",,10.1001/jama.2022.22121,University of Michigan Medical School,0000-0002-0694-4702,57201255863.0,
